label,champion_name,ranking_tier,ranking_code,ranking_faction_code,ranking_faction_name,ranking_rarity_code,ranking_rarity_name,ranking_role_code,ranking_role_name,ranking_affinity_code,ranking_affinity_name,ranking_order,ranking_index_url,source_url,source_image_url,raw_page_path,raw_image_path,processed_image_path,debug_image_path,crop_box,image_width,image_height
skullsworn,Skullsworn,C,LZ-RAF,LZ,Lizardmen,R,Rare,A,Attack,F,Force,857,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-skullsworn-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Skullsworn.jpg,data/raw/pages/raid_shadow_legends_skullsworn_skill_mastery_equip_guide.html,data/raw/images/skullsworn_a0d242da44.jpg,data/processed/icons/skullsworn.png,data/processed/debug/skullsworn_crop_debug.jpg,"14,378,197,532",48,64
skytouched_shaman,Skytouched Shaman,B,BA-ESV,BA,Barbarians,E,Epic,S,Support,V,Void,607,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-skytouched-shaman-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Skytouched_Shaman.jpg,data/raw/pages/raid_shadow_legends_skytouched_shaman_skill_mastery_equip_guide.html,data/raw/images/skytouched_shaman_d622602728.jpg,data/processed/icons/skytouched_shaman.png,data/processed/debug/skytouched_shaman_crop_debug.jpg,"14,378,197,532",48,64
slasher,Slasher,F,LZ-RAS,LZ,Lizardmen,R,Rare,A,Attack,S,Spirit,918,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-slasher-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Slasher.jpg,data/raw/pages/raid_shadow_legends_slasher_skill_mastery_equip_guide.html,data/raw/images/slasher_405eb15991.jpg,data/processed/icons/slasher.png,data/processed/debug/slasher_crop_debug.jpg,"14,378,197,532",48,64
slayer,Slayer,F,BA-RAF,BA,Barbarians,R,Rare,A,Attack,F,Force,919,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-slayer-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Slayer.jpg,data/raw/pages/raid_shadow_legends_slayer_skill_mastery_equip_guide.html,data/raw/images/slayer_4808ab2fe7.jpg,data/processed/icons/slayer.png,data/processed/debug/slayer_crop_debug.jpg,"14,378,197,532",48,64
slicer,Slicer,F,DW-UAS,DW,Dwarves,U,Uncommon,A,Attack,S,Spirit,996,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-slicer-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Slicer.jpg,data/raw/pages/raid_shadow_legends_slicer_skill_mastery_equip_guide.html,data/raw/images/slicer_d4e32fbfe7.jpg,data/processed/icons/slicer.png,data/processed/debug/slicer_crop_debug.jpg,"14,378,197,532",48,64
slitherbrute,Slitherbrute,C,LZ-RAM,LZ,Lizardmen,R,Rare,A,Attack,M,Magic,858,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-slitherbrute-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Slitherbrute.jpg,data/raw/pages/raid_shadow_legends_slitherbrute_skill_mastery_equip_guide.html,data/raw/images/slitherbrute_6185abbb97.jpg,data/processed/icons/slitherbrute.png,data/processed/debug/slitherbrute_crop_debug.jpg,"14,378,197,532",48,64
slixus_stripehide,Slixus Stripehide,B,LZ-EAV,LZ,Lizardmen,E,Epic,A,Attack,V,Void,608,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-slixus-stripehide-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Slixus_Stripehide.jpg,data/raw/pages/raid_shadow_legends_slixus_stripehide_skill_mastery_equip_guide.html,data/raw/images/slixus_stripehide_f76bfbc82f.jpg,data/processed/icons/slixus_stripehide.png,data/processed/debug/slixus_stripehide_crop_debug.jpg,"14,378,197,532",48,64
sniktraak,Sniktraak,A,SW-LHS,SW,Skinwalkers,L,Legendary,H,HP,S,Spirit,259,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-sniktraak-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Sniktraak.jpg,data/raw/pages/raid_shadow_legends_sniktraak_skill_mastery_equip_guide.html,data/raw/images/sniktraak_becb8a4ee4.jpg,data/processed/icons/sniktraak.png,data/processed/debug/sniktraak_crop_debug.jpg,"14,378,197,532",48,64
sniper,Sniper,A,DE-UAM,DE,Dark Elves,U,Uncommon,A,Attack,M,Magic,946,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-sniper-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Sniper.jpg,data/raw/pages/raid_shadow_legends_sniper_skill_mastery_equip_guide.html,data/raw/images/sniper_a97e722223.jpg,data/processed/icons/sniper.png,data/processed/debug/sniper_crop_debug.jpg,"14,378,197,532",48,64
snorting_thug,Snorting Thug,B,SW-EHF,SW,Skinwalkers,E,Epic,H,HP,F,Force,609,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-snorting-thug-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Snorting_Thug.jpg,data/raw/pages/raid_shadow_legends_snorting_thug_skill_mastery_equip_guide.html,data/raw/images/snorting_thug_b0a6ed0f20.jpg,data/processed/icons/snorting_thug.png,data/processed/debug/snorting_thug_crop_debug.jpg,"14,378,197,532",48,64
solanar_the_gleaming,Solanar the Gleaming,S,HE-LAV,HE,High Elves,L,Legendary,A,Attack,V,Void,94,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-solanar-the-gleaming-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Solanar_the_Gleaming.jpg,data/raw/pages/raid_shadow_legends_solanar_the_gleaming_skill_mastery_equip_guide.html,data/raw/images/solanar_the_gleaming_0f490a183d.jpg,data/processed/icons/solanar_the_gleaming.png,data/processed/debug/solanar_the_gleaming_crop_debug.jpg,"14,378,197,532",48,64
solaris,Solaris,F,SO-RAF,SO,The Sacred Order,R,Rare,A,Attack,F,Force,920,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-solaris-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Solaris.jpg,data/raw/pages/raid_shadow_legends_solaris_skill_mastery_equip_guide.html,data/raw/images/solaris_9e426c22ba.jpg,data/processed/icons/solaris.png,data/processed/debug/solaris_crop_debug.jpg,"14,378,197,532",48,64
sorceress,Sorceress,C,UH-RAF,UH,Undead Hordes,R,Rare,A,Attack,F,Force,859,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-sorceress-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Sorceress.jpg,data/raw/pages/raid_shadow_legends_sorceress_skill_mastery_equip_guide.html,data/raw/images/sorceress_bd5a9be90a.jpg,data/processed/icons/sorceress.png,data/processed/debug/sorceress_crop_debug.jpg,"14,378,197,532",48,64
soulbond_bowyer,Soulbond Bowyer,A,BA-RAS,BA,Barbarians,R,Rare,A,Attack,S,Spirit,715,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-soulbond-bowyer-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Soulbond_Bowyer.jpg,data/raw/pages/raid_shadow_legends_soulbond_bowyer_skill_mastery_equip_guide.html,data/raw/images/soulbond_bowyer_f0c3cdd15e.jpg,data/processed/icons/soulbond_bowyer.png,data/processed/debug/soulbond_bowyer_crop_debug.jpg,"14,378,197,532",48,64
souldrinker,Souldrinker,C,DS-EAF,DS,Demonspawn,E,Epic,A,Attack,F,Force,680,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-souldrinker-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Souldrinker.jpg,data/raw/pages/raid_shadow_legends_souldrinker_skill_mastery_equip_guide.html,data/raw/images/souldrinker_9b9cada564.jpg,data/processed/icons/souldrinker.png,data/processed/debug/souldrinker_crop_debug.jpg,"14,378,197,532",48,64
soulless,Soulless,A,KR-LDV,KR,Knights Revenant,L,Legendary,D,Defense,V,Void,260,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-soulless-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Soulless.jpg,data/raw/pages/raid_shadow_legends_soulless_skill_mastery_equip_guide.html,data/raw/images/soulless_41af95579f.jpg,data/processed/icons/soulless.png,data/processed/debug/soulless_crop_debug.jpg,"14,378,197,532",48,64
spider,Spider,B,DE-ESF,DE,Dark Elves,E,Epic,S,Support,F,Force,610,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-spider-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Spider.jpg,data/raw/pages/raid_shadow_legends_spider_skill_mastery_equip_guide.html,data/raw/images/spider_33dd48a2c9.jpg,data/processed/icons/spider.png,data/processed/debug/spider_crop_debug.jpg,"14,378,197,532",48,64
spikehead,Spikehead,F,OR-RAM,OR,Orcs,R,Rare,A,Attack,M,Magic,921,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-spikehead-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Spikehead.jpg,data/raw/pages/raid_shadow_legends_spikehead_skill_mastery_equip_guide.html,data/raw/images/spikehead_15322bb894.jpg,data/processed/icons/spikehead.png,data/processed/debug/spikehead_crop_debug.jpg,"14,378,197,532",48,64
spirithost,Spirithost,B,DE-RSS,DE,Dark Elves,R,Rare,S,Support,S,Spirit,771,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-spirithost-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Spirithost.jpg,data/raw/pages/raid_shadow_legends_spirithost_skill_mastery_equip_guide.html,data/raw/images/spirithost_7276c081b0.jpg,data/processed/icons/spirithost.png,data/processed/debug/spirithost_crop_debug.jpg,"14,378,197,532",48,64
spiritwalker,Spiritwalker,A,BA-USF,BA,Barbarians,U,Uncommon,S,Support,F,Force,947,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-spiritwalker-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Spiritwalker.jpg,data/raw/pages/raid_shadow_legends_spiritwalker_skill_mastery_equip_guide.html,data/raw/images/spiritwalker_146b36ee79.jpg,data/processed/icons/spiritwalker.png,data/processed/debug/spiritwalker_crop_debug.jpg,"14,378,197,532",48,64
spymaster,Spymaster,F,BL-RHF,BL,Banner Lords,R,Rare,H,HP,F,Force,922,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-spymaster-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Spymaster.jpg,data/raw/pages/raid_shadow_legends_spymaster_skill_mastery_equip_guide.html,data/raw/images/spymaster_f03a7a4df0.jpg,data/processed/icons/spymaster.png,data/processed/debug/spymaster_crop_debug.jpg,"14,378,197,532",48,64
squire,Squire,C,BL-UDF,BL,Banner Lords,U,Uncommon,D,Defense,F,Force,980,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-squire-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Squire.jpg,data/raw/pages/raid_shadow_legends_squire_skill_mastery_equip_guide.html,data/raw/images/squire_848216391d.jpg,data/processed/icons/squire.png,data/processed/debug/squire_crop_debug.jpg,"14,378,197,532",48,64
stag_knight,Stag Knight,S,BL-ESS,BL,Banner Lords,E,Epic,S,Support,S,Spirit,430,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-stag-knight-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Stag_Knight.jpg,data/raw/pages/raid_shadow_legends_stag_knight_skill_mastery_equip_guide.html,data/raw/images/stag_knight_c035b27a95.jpg,data/processed/icons/stag_knight.png,data/processed/debug/stag_knight_crop_debug.jpg,"14,378,197,532",48,64
stalker,Stalker,F,LZ-UHM,LZ,Lizardmen,U,Uncommon,H,HP,M,Magic,997,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-stalker-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Stalker.jpg,data/raw/pages/raid_shadow_legends_stalker_skill_mastery_equip_guide.html,data/raw/images/stalker_b070db09b5.jpg,data/processed/icons/stalker.png,data/processed/debug/stalker_crop_debug.jpg,"14,378,197,532",48,64
staltus_dragonbane,Staltus Dragonbane,A,BL-LDF,BL,Banner Lords,L,Legendary,D,Defense,F,Force,261,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-staltus-dragonbane-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Staltus_Dragonbane.jpg,data/raw/pages/raid_shadow_legends_staltus_dragonbane_skill_mastery_equip_guide.html,data/raw/images/staltus_dragonbane_c1eaa03a57.jpg,data/processed/icons/staltus_dragonbane.png,data/processed/debug/staltus_dragonbane_crop_debug.jpg,"14,378,197,532",48,64
stalwart,Stalwart,F,BL-UHM,BL,Banner Lords,U,Uncommon,H,HP,M,Magic,998,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-stalwart-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Stalwart.jpg,data/raw/pages/raid_shadow_legends_stalwart_skill_mastery_equip_guide.html,data/raw/images/stalwart_2b534af592.jpg,data/processed/icons/stalwart.png,data/processed/debug/stalwart_crop_debug.jpg,"14,378,197,532",48,64
starsage_galathir,Starsage Galathir,SS,HE-MSF,HE,High Elves,M,Mythical,S,Support,F,Force,5,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-starsage-galathir-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Starsage_Galathir.jpg,data/raw/pages/raid_shadow_legends_starsage_galathir_skill_mastery_equip_guide.html,data/raw/images/starsage_galathir_33f5464d65.jpg,data/processed/icons/starsage_galathir.png,data/processed/debug/starsage_galathir_crop_debug.jpg,"14,378,197,532",48,64
steadfast_marshal,Steadfast Marshal,C,BL-RHV,BL,Banner Lords,R,Rare,H,HP,V,Void,860,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-steadfast-marshal-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Steadfast_Marshal.jpg,data/raw/pages/raid_shadow_legends_steadfast_marshal_skill_mastery_equip_guide.html,data/raw/images/steadfast_marshal_20e5bf381b.jpg,data/processed/icons/steadfast_marshal.png,data/processed/debug/steadfast_marshal_crop_debug.jpg,"14,378,197,532",48,64
steel_bowyer,Steel Bowyer,F,DE-RAF,DE,Dark Elves,R,Rare,A,Attack,F,Force,923,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-steel-bowyer-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Steel_Bowyer.jpg,data/raw/pages/raid_shadow_legends_steel_bowyer_skill_mastery_equip_guide.html,data/raw/images/steel_bowyer_f51f228cf4.jpg,data/processed/icons/steel_bowyer.png,data/processed/debug/steel_bowyer_crop_debug.jpg,"14,378,197,532",48,64
steelskull,Steelskull,A,SW-ESS,SW,Skinwalkers,E,Epic,S,Support,S,Spirit,477,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-steelskull-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Steelskull.jpg,data/raw/pages/raid_shadow_legends_steelskull_skill_mastery_equip_guide.html,data/raw/images/steelskull_d772312389.jpg,data/processed/icons/steelskull.png,data/processed/debug/steelskull_crop_debug.jpg,"14,378,197,532",48,64
stitched_beast,Stitched Beast,C,UH-RAV,UH,Undead Hordes,R,Rare,A,Attack,V,Void,861,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-stitched-beast-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Stitched_Beast.jpg,data/raw/pages/raid_shadow_legends_stitched_beast_skill_mastery_equip_guide.html,data/raw/images/stitched_beast_ceb96b8983.jpg,data/processed/icons/stitched_beast.png,data/processed/debug/stitched_beast_crop_debug.jpg,"14,378,197,532",48,64
stokk_the_broken,Stokk the Broken,A,OT-LSS,OT,Ogryn Tribes,L,Legendary,S,Support,S,Spirit,262,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-stokk-the-broken-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Stokk_the_Broken.jpg,data/raw/pages/raid_shadow_legends_stokk_the_broken_skill_mastery_equip_guide.html,data/raw/images/stokk_the_broken_a2a7da3de0.jpg,data/processed/icons/stokk_the_broken.png,data/processed/debug/stokk_the_broken_crop_debug.jpg,"14,378,197,532",48,64
stonebound_thisbe,Stonebound Thisbe,B,AR-EAM,AR,Argonites,E,Epic,A,Attack,M,Magic,611,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-stonebound-thisbe-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Stonebound_Thisbe.jpg,data/raw/pages/raid_shadow_legends_stonebound_thisbe_skill_mastery_equip_guide.html,data/raw/images/stonebound_thisbe_a42cbff780.jpg,data/processed/icons/stonebound_thisbe.png,data/processed/debug/stonebound_thisbe_crop_debug.jpg,"14,378,197,532",48,64
storm_herald_hekaton,Storm Herald Hekaton,S,AR-LDV,AR,Argonites,L,Legendary,D,Defense,V,Void,95,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-storm-herald-hekaton-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Storm_Herald_Hekaton.jpg,data/raw/pages/raid_shadow_legends_storm_herald_hekaton_skill_mastery_equip_guide.html,data/raw/images/storm_herald_hekaton_dd44034999.jpg,data/processed/icons/storm_herald_hekaton.png,data/processed/debug/storm_herald_hekaton_crop_debug.jpg,"14,378,197,532",48,64
stout_axeman,Stout Axeman,C,DW-RHM,DW,Dwarves,R,Rare,H,HP,M,Magic,862,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-stout-axeman-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Stout_Axeman.jpg,data/raw/pages/raid_shadow_legends_stout_axeman_skill_mastery_equip_guide.html,data/raw/images/stout_axeman_9b88613707.jpg,data/processed/icons/stout_axeman.png,data/processed/debug/stout_axeman_crop_debug.jpg,"14,378,197,532",48,64
strategos_islin,Strategos Islin,B,HE-LDM,HE,High Elves,L,Legendary,D,Defense,M,Magic,377,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-strategos-islin-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Strategos_Islin.jpg,data/raw/pages/raid_shadow_legends_strategos_islin_skill_mastery_equip_guide.html,data/raw/images/strategos_islin_209cca317d.jpg,data/processed/icons/strategos_islin.png,data/processed/debug/strategos_islin_crop_debug.jpg,"14,378,197,532",48,64
suiren,Suiren,C,SK-EAF,SK,Shadowkin,E,Epic,A,Attack,F,Force,681,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-suiren-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Suiren.jpg,data/raw/pages/raid_shadow_legends_suiren_skill_mastery_equip_guide.html,data/raw/images/suiren_0b83308b83.jpg,data/processed/icons/suiren.png,data/processed/debug/suiren_crop_debug.jpg,"14,378,197,532",48,64
sulfuryion,Sulfuryion,S,LZ-LSV,LZ,Lizardmen,L,Legendary,S,Support,V,Void,96,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-sulfuryion-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Sulfuryion.jpg,data/raw/pages/raid_shadow_legends_sulfuryion_skill_mastery_equip_guide.html,data/raw/images/sulfuryion_d6cd544fc1.jpg,data/processed/icons/sulfuryion.png,data/processed/debug/sulfuryion_crop_debug.jpg,"14,378,197,532",48,64
sun_wukong,Sun Wukong,A,SW-LAS,SW,Skinwalkers,L,Legendary,A,Attack,S,Spirit,263,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-sun-wukong-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Sun_Wukong.jpg,data/raw/pages/raid_shadow_legends_sun_wukong_skill_mastery_equip_guide.html,data/raw/images/sun_wukong_0130e34aaa.jpg,data/processed/icons/sun_wukong.png,data/processed/debug/sun_wukong_crop_debug.jpg,"14,378,197,532",48,64
sunken_sentinel,Sunken Sentinel,C,AR-RAV,AR,Argonites,R,Rare,A,Attack,V,Void,863,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-sunken-sentinel-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Sunken_Sentinel.jpg,data/raw/pages/raid_shadow_legends_sunken_sentinel_skill_mastery_equip_guide.html,data/raw/images/sunken_sentinel_a413589075.jpg,data/processed/icons/sunken_sentinel.png,data/processed/debug/sunken_sentinel_crop_debug.jpg,"14,378,197,532",48,64
suntribe,Suntribe,A,OR-USM,OR,Orcs,U,Uncommon,S,Support,M,Magic,948,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-suntribe-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Suntribe.jpg,data/raw/pages/raid_shadow_legends_suntribe_skill_mastery_equip_guide.html,data/raw/images/suntribe_9e969c71a6.jpg,data/processed/icons/suntribe.png,data/processed/debug/suntribe_crop_debug.jpg,"14,378,197,532",48,64
supreme_athel,Supreme Athel,A,SO-LAV,SO,The Sacred Order,L,Legendary,A,Attack,V,Void,264,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-supreme-athel-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Supreme_Athel.jpg,data/raw/pages/raid_shadow_legends_supreme_athel_skill_mastery_equip_guide.html,data/raw/images/supreme_athel_771707ff4e.jpg,data/processed/icons/supreme_athel.png,data/processed/debug/supreme_athel_crop_debug.jpg,"14,378,197,532",48,64
supreme_elhain,Supreme Elhain,B,HE-LAV,HE,High Elves,L,Legendary,A,Attack,V,Void,378,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-supreme-elhain-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Supreme_Elhain.jpg,data/raw/pages/raid_shadow_legends_supreme_elhain_skill_mastery_equip_guide.html,data/raw/images/supreme_elhain_498be62d5a.jpg,data/processed/icons/supreme_elhain.png,data/processed/debug/supreme_elhain_crop_debug.jpg,"14,378,197,532",48,64
supreme_galek,Supreme Galek,B,OR-LAV,OR,Orcs,L,Legendary,A,Attack,V,Void,379,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-supreme-galek-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Supreme_Galek.jpg,data/raw/pages/raid_shadow_legends_supreme_galek_skill_mastery_equip_guide.html,data/raw/images/supreme_galek_000463f772.jpg,data/processed/icons/supreme_galek.png,data/processed/debug/supreme_galek_crop_debug.jpg,"14,378,197,532",48,64
supreme_kael,Supreme Kael,S,DE-LAV,DE,Dark Elves,L,Legendary,A,Attack,V,Void,97,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-supreme-kael-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Supreme_Kael.jpg,data/raw/pages/raid_shadow_legends_supreme_kael_skill_mastery_equip_guide.html,data/raw/images/supreme_kael_e111fa4486.jpg,data/processed/icons/supreme_kael.png,data/processed/debug/supreme_kael_crop_debug.jpg,"14,378,197,532",48,64
suwai_firstborn,Suwai Firstborn,B,BA-EAV,BA,Barbarians,E,Epic,A,Attack,V,Void,612,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-suwai-firstborn-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Suwai_Firstborn.jpg,data/raw/pages/raid_shadow_legends_suwai_firstborn_skill_mastery_equip_guide.html,data/raw/images/suwai_firstborn_b728b81104.jpg,data/processed/icons/suwai_firstborn.png,data/processed/debug/suwai_firstborn_crop_debug.jpg,"14,378,197,532",48,64
suzerain_katonn,Suzerain Katonn,A,UH-LAS,UH,Undead Hordes,L,Legendary,A,Attack,S,Spirit,265,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-suzerain-katonn-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Suzerain_Katonn.jpg,data/raw/pages/raid_shadow_legends_suzerain_katonn_skill_mastery_equip_guide.html,data/raw/images/suzerain_katonn_41ae6d9549.jpg,data/processed/icons/suzerain_katonn.png,data/processed/debug/suzerain_katonn_crop_debug.jpg,"14,378,197,532",48,64
swarmspeaker_zyclic,Swarmspeaker Zyclic,B,DE-LAF,DE,Dark Elves,L,Legendary,A,Attack,F,Force,380,https://ayumilove.net/raid-shadow-legends-list-of-champions-by-ranking/,https://ayumilove.net/raid-shadow-legends-swarmspeaker-zyclic-skill-mastery-equip-guide/,https://ayumilove.net/files/games/raid_shadow_legends/champion/Swarmspeaker_Zyclic.jpg,data/raw/pages/raid_shadow_legends_swarmspeaker_zyclic_skill_mastery_equip_guide.html,data/raw/images/swarmspeaker_zyclic_8da66f542c.jpg,data/processed/icons/swarmspeaker_zyclic.png,data/processed/debug/swarmspeaker_zyclic_crop_debug.jpg,"14,378,197,532",48,64
